endpoint,request_count,avg_response_ms,p95_response_ms,total_bytes,error_count
/api/v1/products//stats,1294,68.63990955853942,220.24069824218716,3370211536,208
/api/v1/users//update,1294,73.7967391566847,257.0115509033202,3436154021,251
/api/v2/products//list,1291,68.598166089756,231.69750213623047,3379229365,214
/api/v1/notifications/,1291,63.34080140152982,222.00650024414062,3397925266,228
/api/v1/sessions//delete,1290,68.68081395348837,240.0314994812011,3426530803,210
/api/v2/notifications//list,1290,68.15086149467054,240.0423461914062,3401469221,231
/api/v1/search//delete,1290,69.63874757751938,249.24950408935547,3326748604,220
/api/v1/reports//bulk,1289,65.55284498642358,211.7962005615233,3363184398,220
/api/v2/inventory//bulk,1288,68.3204929517663,227.154698944091,3431779166,215
/api/v1/sessions//import,1288,65.35448005628882,222.1784965515136,3410411468,213
/api/v1/analytics//update,1287,67.62676342754467,232.1919998168946,3422119752,211
/api/v1/products/,1287,68.65776302690365,245.7293014526368,3243781663,200
/api/v2/users//update,1286,70.84804049620918,273.0722427368164,3258442716,216
/api/v1/reports//export,1286,64.74292561722395,227.96374893188477,3492041170,207
/api/v1/billing//list,1286,69.66820871403577,244.1675033569336,3353046682,220
/api/v1/users//list,1284,67.96914625316394,245.31744689941394,3383331578,204
/api/v1/orders/,1284,67.09764255987149,231.57140350341766,3363093573,202
/api/v1/billing//import,1284,61.09191324109229,206.0233566284179,3342952523,208
/api/v2/billing//export,1282,60.69108783882605,205.31664962768556,3375646318,197
/api/v1/orders//export,1282,70.04208207390796,264.2198638916016,3270338139,215
/api/v2/users/,1281,66.48225263466043,219.16200256347656,3400309491,230
/api/v2/products//bulk,1279,71.23340683639562,255.82629699707016,3351287364,219
/api/v2/products//delete,1279,68.77963130375294,248.02479553222634,3269653657,222
/api/v1/reports//update,1277,68.58212913566953,242.00499572753907,3272699383,196
/api/v1/sessions//list,1277,69.43942406519186,230.0141967773438,3287364666,196
/api/v1/products//delete,1277,68.74038273296789,220.2882019042971,3339726329,230
/api/v1/orders//detail,1276,64.60649429369123,224.82899475097656,3292491526,214
/api/v2/sessions//stats,1276,72.82717445875784,260.88551330566406,3143950923,245
/api/v1/products//detail,1276,74.63762490203762,238.46674728393555,3380595360,214
/api/v2/orders//delete,1274,69.83043532917975,224.6003463745115,3360717547,217
/api/v1/search/,1274,69.09697556907378,235.05660400390613,3449342745,218
/api/v1/products//bulk,1274,66.97950905121664,239.69805145263638,3295536818,217
/api/v1/analytics/,1273,70.37700222162215,234.3926055908196,3310917399,225
/api/v1/analytics//import,1272,62.61889878758844,217.25814743041994,3287185424,213
/api/v2/inventory//import,1271,65.09742574744295,237.67350006103516,3286687857,219
/api/v1/users//bulk,1271,69.41840670485838,232.17549896240234,3250510672,241
/api/v2/analytics/,1270,67.18257720226379,234.77060394287093,3393131064,238
/api/v2/sessions/,1270,73.52411109744095,260.8220504760741,3217874067,182
/api/v1/reports//import,1270,71.18802134596457,238.25860061645506,3312743479,218
/api/v1/reports//detail,1269,65.10434905067967,224.55359802246093,3317182142,194
/api/v1/inventory//delete,1268,68.55306246303233,233.6189033508298,3372971457,224
/api/v2/users//create,1266,66.72521721958925,246.0535011291504,3260244544,231
/api/v2/orders//list,1265,81.00365998641304,236.60119628906241,3309079950,225
/api/v2/analytics//delete,1264,75.56248609325554,259.9002059936523,3344827385,220
/api/v1/sessions//stats,1263,64.26865133857878,213.78040161132785,3290243732,225
/api/v2/inventory//stats,1262,65.83614952704042,228.29595413208008,3256887129,204
/api/v1/products//list,1261,66.1659707077716,232.41299438476562,3309458024,206
/api/v1/products//import,1261,68.91275525376685,238.01699829101562,3201377957,201
/api/v2/orders//import,1260,70.27499844990079,272.99225769042965,3387549822,219
/api/v2/reports//detail,1259,63.334013850278,211.8116058349608,3330798555,184
/api/v2/products//update,1258,65.44298054948331,236.20969390869104,3320878289,207
/api/v2/users//delete,1258,71.17725152772258,249.3907463073725,3300853918,228
/api/v2/inventory//export,1257,69.15228936704455,225.66939392089844,3356647408,213
/api/v2/orders//stats,1256,65.34896714520302,234.79025650024414,3390054718,212
/api/v2/billing//stats,1255,73.32613919322709,257.2968017578125,3299310991,225
/api/v1/notifications//stats,1255,68.0257828062749,249.9143005371093,3305435254,222
/api/v1/analytics//stats,1254,68.73304955392743,228.94549713134734,3240219311,214
/api/v1/sessions//update,1254,62.78500439219498,225.9842559814452,3345904961,212
/api/v2/search//stats,1254,64.6975615530303,239.3148994445796,3248946181,209
/api/v2/billing//bulk,1254,67.73175759444777,234.87970275878882,3271955354,219
/api/v2/search//update,1253,73.61879146298882,271.594995117187,3307698963,201
/api/v2/billing//create,1252,63.879169110672926,225.51305465698252,3239524923,222
/api/v1/billing/,1251,71.17006238758992,240.91099548339844,3280284621,212
/api/v2/reports//create,1251,68.1523460918765,253.572998046875,3299358780,214
/api/v2/inventory//list,1251,66.71186332184253,255.15499114990234,3293564864,211
/api/v1/analytics//bulk,1251,64.05107164268586,211.11050415039062,3307324184,230
/api/v2/sessions//export,1250,68.5525171875,209.95030364990234,3230969303,182
/api/v2/sessions//delete,1250,66.3385703125,252.94849548339835,3248934016,192
/api/v2/reports//update,1249,68.75357004353482,230.4359954833983,3345661495,217
/api/v2/orders//detail,1249,66.22202840397318,211.95899963378903,3301343606,181
/api/v1/search//detail,1248,68.09556227463942,234.4632499694814,3327311350,205
/api/v2/orders//create,1248,64.56512764172676,242.65569763183558,3197427842,223
/api/v2/inventory//delete,1248,66.75995107797476,228.13514938354442,3306034132,202
/api/v1/users//import,1247,64.80710580392943,212.78399963378908,3382200625,203
/api/v2/reports//import,1247,64.24385243334001,218.85330200195327,3243109759,224
/api/v2/billing//list,1246,71.62647346508828,274.79949951171875,3361504069,195
/api/v1/analytics//export,1245,64.13248541039157,221.00839538574218,3317131745,203
/api/v2/inventory/,1245,65.67829129016064,218.00439758300777,3293291581,238
/api/v1/users//detail,1245,69.9421655371486,231.53899841308586,3289613942,177
/api/v1/billing//export,1244,72.94513665594856,270.6382400512694,3200654364,199
/api/v2/analytics//create,1244,75.25920198201366,263.7154586791991,3286074808,210
/api/v1/users//delete,1243,66.07158210981497,222.22859649658193,3207527225,212
/api/v1/inventory//stats,1243,69.93214501206758,252.8544006347655,3201333910,223
/api/v2/analytics//import,1243,69.07044527478882,245.1283981323238,3289974897,232
/api/v2/sessions//list,1242,69.75546623389694,254.81675720214847,3307222386,236
/api/v2/notifications//bulk,1241,69.47792386432313,269.1570129394531,3315191751,217
/api/v2/notifications//stats,1241,68.72086522965351,222.2779998779297,3245696253,223
/api/v1/search//update,1241,63.39826437852538,238.29400634765625,3337194069,233
/api/v2/search//delete,1240,64.57209078881048,241.07815017700185,3256635489,221
/api/v1/search//import,1240,72.39364604334678,211.74815139770504,3277328773,210
/api/v2/notifications//update,1240,68.86762065272177,256.09350280761714,3340780583,220
/api/v2/search//list,1240,66.89424300655241,234.0982940673828,3207441437,236
/api/v2/products//import,1240,62.87512600806452,201.40625305175777,3218151327,200
/api/v2/inventory//detail,1240,67.97125283518145,239.42524719238278,3304333954,221
/api/v1/reports//stats,1239,67.45660484135391,236.16129913330016,3273151358,194
/api/v2/notifications//export,1239,67.98813780014125,234.3325988769528,3217134609,217
/api/v2/search//import,1238,62.057617976322696,225.02079391479467,3369750393,225
/api/v1/analytics//detail,1237,69.20274132225141,255.40660095214844,3242390717,188
/api/v2/inventory//update,1237,64.03280365804365,216.59459533691438,3179981885,205
/api/v2/billing//import,1237,68.14680410645715,237.7545959472658,3216226446,189
/api/v2/search//bulk,1236,65.25885859122168,228.08325576782227,3205575402,202
/api/v2/products/,1235,69.82076954706477,245.38669738769525,3281634906,198
/api/v2/billing//update,1235,66.88949740637652,222.43480529785154,3249303339,211
/api/v2/notifications//detail,1235,70.997425354251,230.20169372558587,3273512840,191
/api/v2/search//create,1233,69.35097957218167,258.39800415039065,3179808545,214
/api/v2/sessions//create,1233,68.22018435092255,231.9447998046869,3262168448,218
/api/v1/billing//update,1233,69.45852500253447,238.9786041259761,3126274943,199
/api/v1/orders//delete,1233,70.67286344282239,250.08779907226554,3344971362,202
/api/v1/notifications//import,1230,70.41865948932927,258.4572509765625,3232383338,201
/api/v1/search//stats,1230,69.88928004319105,244.46704483032224,3225602539,213
/api/v2/analytics//update,1230,68.92291666666667,247.72485122680658,3236107368,219
/api/v2/notifications//create,1229,71.50538738303499,250.26780090332002,3258517089,207
/api/v2/orders//update,1226,69.10387725581158,256.98274993896484,3238842195,201
/api/v1/billing//bulk,1226,71.48713582024878,246.08174514770508,3194813024,221
/api/v2/notifications//import,1226,71.99284066578304,250.16875076293945,3268956446,219
/api/v1/sessions/,1226,71.80053591455955,256.3674964904785,3226264855,202
/api/v2/users//export,1225,69.90641741071428,227.14299926757812,3147781301,211
/api/v2/products//create,1223,68.14513970513083,233.95259399414044,3249690255,191
/api/v1/notifications//bulk,1223,66.29802563496526,235.00170288085917,3089433715,197
/api/v1/orders//import,1223,64.33000466322568,215.96620635986278,3269211865,213
/api/v1/sessions//export,1223,72.55096171044562,250.16170196533187,3186729748,175
/api/v1/inventory//export,1222,64.276988926964,232.84539337158202,3213095005,211
/api/v2/reports//delete,1221,66.36569986179362,241.5679931640625,3129307271,201
/api/v1/inventory//update,1221,66.42186060350123,239.98699951171875,3133548790,209
/api/v2/orders//export,1221,62.19867648187961,224.9429931640625,3193435351,220
/api/v2/reports/,1220,77.19824538934427,260.09745330810534,3273192244,187
/api/v1/billing//stats,1218,61.84801785072865,207.79709320068358,3243982255,191
/api/v2/billing/,1218,71.86186050389983,256.1699951171874,3222528773,205
/api/v2/search//export,1218,62.292728217364534,215.10949401855413,3091512660,216
/api/v1/inventory/,1218,68.71661407019704,255.71210250854483,3214192686,199
/api/v1/products//export,1215,65.43672678755144,212.82419433593742,3171123919,189
/api/v2/analytics//stats,1215,63.82717013888889,228.81549987792965,3204636378,197
/api/v1/sessions//create,1214,64.3959245006178,203.43514938354483,3281969700,199
/api/v2/reports//stats,1213,63.328076695177245,217.87060241699209,3179431072,219
/api/v2/reports//bulk,1213,67.87597575741962,254.44040832519428,3211782676,205
/api/v2/users//import,1213,65.49936157125927,231.7320007324215,3138893337,187
/api/v1/reports//delete,1212,65.20523927392739,237.39179916381846,3137759196,204
/api/v1/inventory//import,1212,77.26453402176155,274.63200683593766,3186570421,209
/api/v2/sessions//update,1212,67.01145849448226,246.39874877929694,3170612681,208
/api/v1/billing//detail,1211,67.65019547378199,233.1604995727539,3212538047,195
/api/v1/products//update,1210,67.9101982179752,229.50719985961913,3194563652,188
/api/v1/reports/,1208,65.36124081643212,225.63759994506802,3075423828,198
/api/v1/notifications//list,1208,66.37748667735927,227.9568489074707,3145587937,212
/api/v2/sessions//detail,1207,68.85940574513256,241.6991958618169,3206046228,220
/api/v1/users//stats,1207,66.36025770893745,234.7871032714844,3222361373,197
/api/v1/users/,1205,65.53558901711618,228.98460083007808,3106569864,232
/api/v1/billing//delete,1205,72.80510243775933,259.9742065429686,3153335413,189
/api/v1/analytics//delete,1204,66.61489209146595,237.81024780273435,3207556814,208
/api/v2/sessions//import,1204,62.160407690510795,213.73905563354478,3210547395,209
/api/v1/analytics//list,1202,72.44147612052829,269.332861328125,3106185090,215
/api/v1/orders//stats,1201,66.75572439633639,218.5709991455078,3170563845,214
/api/v1/sessions//detail,1201,65.836335930995,231.4669952392578,3172304942,204
/api/v1/sessions//bulk,1200,64.98792643229167,227.1579467773437,3163319816,210
/api/v1/products//create,1200,69.96656901041666,247.73045196533187,3154495980,197
/api/v2/billing//delete,1198,70.49809170883765,267.09145202636694,3228991720,192
/api/v2/users//list,1198,76.08398274467864,259.8237915039058,3159050256,181
/api/v2/reports//export,1196,68.64883922972408,245.77349472045898,3085183380,193
/api/v2/products//stats,1195,72.50094796025104,252.49960021972655,3106208092,205
/api/v1/orders//update,1194,69.61350535228225,254.63489227294875,3057125985,224
/api/v1/orders//bulk,1192,72.79360449874162,278.2251037597657,3020534061,193
/api/v2/users//detail,1192,66.9430201997693,225.08054580688477,3195654691,204
/api/v2/orders/,1189,68.96816685502523,261.6728027343744,3136347032,211
/api/v2/billing//detail,1188,67.16484095512416,227.7088035583496,3039894756,183
/api/v1/billing//create,1188,72.00207149621212,234.65099487304633,3154572112,196
/api/v1/search//create,1188,67.13886094013047,238.5992980957025,3168827779,202
/api/v2/search//detail,1187,72.05247604254423,259.6005889892578,3020631719,210
/api/v1/search//export,1183,68.47066019917582,227.61840362548804,3108719421,197
/api/v1/inventory//detail,1182,61.96478178537436,199.11550369262716,3060223579,174
/api/v2/products//detail,1178,68.79735747824702,241.39049606323184,3061886390,174
/api/v1/search//bulk,1177,63.77326077288657,241.5118041992188,3028266701,190
/api/v1/inventory//bulk,1168,70.24877428028681,248.04074554443343,3107144787,198
/api/v1/notifications//export,1163,69.9331058885963,232.35910644531205,3038405097,218
/api/v1/notifications//detail,1160,64.89273050242457,237.93594741821286,3130406657,198
/api/v2/notifications/,1156,73.56343094452855,239.87775421142578,3148895004,189
/api/v2/sessions//bulk,1146,61.34933327879581,243.4107551574707,3011590563,188
